GAP_SIGN,GAP,OH,OL,BUY,SELL,HOLD,OToday,HToday,LToday,CToday,VToday,OPrevDay,HPrevDay,LPrevDay,CPrevDay,VPrevDay,date
1,1.4162855777762662,0,0,1,0,0,1465.1,1480.7,1455.2,1467,10047426,1467.9,1467.9,1440.15,1444.35,7648093,January 25th 2021
1,0.06811989100817817,0,0,0,1,0,1468,1471.9,1406.15,1411,11401465,1465.1,1480.7,1455.2,1467,10047426,January 27th 2021
0,1.4953933380581041,1,0,0,1,0,1389.9,1400,1342.05,1371.5,21204250,1468,1471.9,1406.15,1411,11401465,January 28th 2021
1,1.4266719373270509,0,0,0,1,0,1391.35,1408.75,1364.55,1390.1,14273283,1389.9,1400,1342.05,1371.5,21204250,January 29th 2021
1,1.428824676475804,1,0,1,0,0,1410.25,1482.5,1401,1480.5,13071054,1391.35,1408.75,1364.55,1390.1,14273283,February 1st 2021
1,1.365756162558296,0,1,1,0,0,1501,1578.45,1499,1560.25,21122996,1410.25,1482.5,1401,1480.5,13071054,February 2nd 2021
1,1.1874604179860637,1,0,1,0,0,1579,1581.7,1542.5,1571,9990264,1501,1578.45,1499,1560.25,21122996,February 3rd 2021
0,0.3182686187141903,1,0,1,0,0,1566,1587.65,1543.45,1574,12132601,1579,1581.7,1542.5,1571,9990264,February 4th 2021
0,1.6518424396442133,0,1,0,0,1,1548,1618,1548,1597.2,13446215,1566,1587.65,1543.45,1574,12132601,February 5th 2021
1,1.4074074074074017,0,0,1,0,0,1620,1631.65,1595.75,1609,8646361,1548,1618,1548,1597.2,13446215,February 8th 2021
1,0.06211180124223725,1,0,1,0,0,1610,1628,1587.15,1609.95,9190289,1620,1631.65,1595.75,1609,8646361,February 9th 2021
0,0.09938196838411573,0,0,0,1,0,1608.35,1614.75,1567.15,1592.5,9869378,1610,1628,1587.15,1609.95,9190289,February 10th 2021
0,0.659340659340657,0,1,0,1,0,1582,1594.3,1564.85,1576,6787770,1608.35,1614.75,1567.15,1592.5,9869378,February 11th 2021
0,0.13324873096446366,0,1,0,0,1,1573.9,1592.5,1573,1589.55,4934165,1582,1594.3,1564.85,1576,6787770,February 12th 2021
1,0.6593337916380171,0,1,0,0,1,1600.1,1625,1596.7,1624.95,5140991,1573.9,1592.5,1573,1589.55,4934165,February 15th 2021
0,0.23077633157942978,0,1,0,0,1,1621.2,1641,1608.45,1625.05,6930222,1600.1,1625,1596.7,1624.95,5140991,February 16th 2021
0,0.3107596689332581,0,0,0,0,1,1620,1621.8,1583.15,1586.2,6367606,1621.2,1641,1608.45,1625.05,6930222,February 17th 2021
1,1.229801675021014,1,0,1,0,0,1605.95,1605.95,1548,1559,7178634,1620,1621.8,1583.15,1586.2,6367606,February 18th 2021
0,0.8980115458627314,0,0,0,0,1,1545,1564.2,1533,1543.9,8537101,1605.95,1605.95,1548,1559,7178634,February 19th 2021
1,0.07443124817966273,0,1,0,1,0,1545.05,1573.65,1539.5,1542,14672904,1545,1564.2,1533,1543.9,8537101,February 22nd 2021
1,0.7562349155269543,1,0,1,0,0,1553.75,1557.7,1522.75,1530,9063596,1545.05,1573.65,1539.5,1542,14672904,February 23rd 2021
1,4.954185432520575,0,1,0,1,0,1609.75,1636,1602,1605.4,9954797,1553.75,1557.7,1522.75,1530,9063596,February 25th 2021
0,1.143017316556627,1,0,0,1,0,1587.05,1588.85,1521.05,1537,13872723,1609.75,1636,1602,1605.4,9954797,February 26th 2021
1,1.7263427109974416,0,0,0,0,1,1564,1572.55,1541,1560.35,11531640,1587.05,1588.85,1521.05,1537,13872723,March 1st 2021
1,0.9741702100653726,0,0,1,0,0,1575.7,1587.3,1551,1573,7936105,1564,1572.55,1541,1560.35,11531640,March 2nd 2021
1,0.694444444444442,1,0,1,0,0,1584,1596,1565,1587,5577599,1575.7,1587.3,1551,1573,7936105,March 3rd 2021
0,2.4228103339634544,0,0,1,0,0,1548.55,1570.8,1539.3,1553,8082820,1584,1596,1565,1587,5577599,March 4th 2021
0,1.4166130070830674,0,0,0,0,1,1531,1545.35,1522.25,1533.4,8665980,1548.55,1570.8,1539.3,1553,8082820,March 5th 2021
1,0.5577172503242522,0,1,0,0,1,1542,1555,1512.5,1522,7518730,1531,1545.35,1522.25,1533.4,8665980,March 8th 2021
1,1.4886731391585806,0,1,1,0,0,1545,1565.7,1543,1563.95,7483320,1542,1555,1512.5,1522,7518730,March 9th 2021
1,0.5120865139949027,1,0,0,1,0,1572,1574.15,1552.25,1556.5,5481848,1545,1565.7,1543,1563.95,7483320,March 10th 2021
1,2.718750000000003,1,0,1,0,0,1600,1600,1535.2,1548,7543318,1572,1574.15,1552.25,1556.5,5481848,March 12th 2021
1,0.025833118057350113,1,0,0,1,0,1548.4,1548.4,1515.55,1530,6088114,1600,1600,1535.2,1548,7543318,March 15th 2021
1,0.058788947677845815,0,0,1,0,0,1530.9,1540.35,1510,1514.7,6773330,1548.4,1548.4,1515.55,1530,6088114,March 16th 2021
1,0.6265376414630097,0,0,0,0,1,1524.25,1539,1490.25,1492.4,10499183,1530.9,1540.35,1510,1514.7,6773330,March 17th 2021
1,1.2799735405986334,0,0,0,1,0,1511.75,1522,1481.3,1495,8935079,1524.25,1539,1490.25,1492.4,10499183,March 18th 2021
0,0.6688963210702337,0,0,0,0,1,1485,1511.2,1474.4,1491.9,10522036,1511.75,1522,1481.3,1495,8935079,March 19th 2021
1,0.20068231988761287,1,0,0,1,0,1494.9,1494.9,1460.4,1473.5,6989583,1485,1511.2,1474.4,1491.9,10522036,March 22nd 2021
0,0.23752969121140222,0,1,0,0,1,1470,1507.2,1469.15,1505.65,9841436,1494.9,1494.9,1460.4,1473.5,6989583,March 23rd 2021
0,0.9796433434065,0,1,0,1,0,1490.9,1506.1,1471,1481.25,8154452,1470,1507.2,1469.15,1505.65,9841436,March 24th 2021
1,0.6005905247617793,1,0,0,0,1,1490.2,1495.55,1450.25,1468,11928313,1490.9,1506.1,1471,1481.25,8154452,March 25th 2021
1,1.7402945113788482,1,0,1,0,0,1494,1499,1474.55,1497.3,5726603,1490.2,1495.55,1450.25,1468,11928313,March 26th 2021
1,0.6205820860850308,0,1,1,0,0,1506.65,1561.9,1504.8,1548.8,12683185,1494,1499,1474.55,1497.3,5726603,March 30th 2021
0,0.05165289256198191,1,0,0,1,0,1548,1548,1488,1494.4,15351247,1506.65,1561.9,1504.8,1548.8,12683185,March 31st 2021
1,0.33346672002134703,1,0,0,1,0,1499.4,1499.4,1473.35,1493,17808230,1548,1548,1488,1494.4,15351247,April 1st 2021
0,0.8707300736771617,1,0,0,1,0,1480,1484.8,1431,1450.2,7941472,1499.4,1499.4,1473.35,1493,17808230,April 5th 2021
1,0.6712328767123243,0,0,0,1,0,1460,1462.55,1433.25,1442,7521879,1480,1484.8,1431,1450.2,7941472,April 6th 2021
0,0.18723994452150006,0,0,0,0,1,1439.3,1456.7,1422.05,1447.25,12519245,1460,1462.55,1433.25,1442,7521879,April 7th 2021
1,0.395732966276674,0,0,0,0,1,1453,1460.8,1430.6,1433.9,8786843,1439.3,1456.7,1422.05,1447.25,12519245,April 8th 2021
0,0.5509449752423512,1,0,0,0,1,1426,1432.8,1415.15,1423.3,13949894,1453,1460.8,1430.6,1433.9,8786843,April 9th 2021
0,2.1288554767090573,1,0,1,0,0,1393,1397.3,1353,1374,11190570,1426,1432.8,1415.15,1423.3,13949894,April 12th 2021
0,0.4366812227074246,0,1,0,0,1,1368,1406.4,1361.4,1401,9246671,1393,1397.3,1353,1374,11190570,April 13th 2021
1,0.2846975088967918,0,0,0,0,1,1405,1436.4,1391.1,1434.25,17034849,1368,1406.4,1361.4,1401,9246671,April 15th 2021
1,0.04878218753266994,0,0,0,1,0,1434.95,1444.9,1423.6,1430.9,7731783,1405,1436.4,1391.1,1434.25,17034849,April 16th 2021
0,2.858340904325951,1,0,1,0,0,1390,1417.6,1372.3,1412.6,11968014,1434.95,1444.9,1423.6,1430.9,7731783,April 19th 2021
1,0.8701754385964988,0,0,0,0,1,1425,1425.65,1384,1390.45,11520334,1390,1417.6,1372.3,1412.6,11968014,April 20th 2021
0,0.7515552518968738,0,0,0,0,1,1380,1426.7,1372.05,1421,19081424,1425,1425.65,1384,1390.45,11520334,April 22nd 2021
0,0.8444757213230125,0,0,1,0,0,1409,1434.5,1400.25,1414.95,11243396,1380,1426.7,1372.05,1421,19081424,April 23rd 2021
0,0.13781405703382488,0,1,0,0,1,1413,1429,1402.75,1407.55,15022988,1409,1434.5,1400.25,1414.95,11243396,April 26th 2021
0,0.02131363006642184,0,1,1,0,0,1407.25,1441.35,1406.05,1437,10260042,1413,1429,1402.75,1407.55,15022988,April 27th 2021
0,0.052192066805845094,0,1,0,1,0,1436.25,1479,1431.55,1474.85,12027833,1407.25,1441.35,1406.05,1437,10260042,April 28th 2021
1,0.7636926389449683,0,0,0,1,0,1486.2,1503.65,1461,1471.65,12002248,1436.25,1479,1431.55,1474.85,12027833,April 29th 2021
0,1.8108925355893146,1,0,0,1,0,1445,1450,1407.6,1413,17538402,1486.2,1503.65,1461,1471.65,12002248,April 30th 2021
0,1.415428167020527,0,0,0,1,0,1393,1421.4,1377.35,1419,11183678,1445,1450,1407.6,1413,17538402,May 3rd 2021
0,0.6377730796335412,0,0,1,0,0,1409.95,1422.75,1383.45,1390.6,10668735,1393,1421.4,1377.35,1419,11183678,May 4th 2021
1,0.7954342785803536,1,0,0,1,0,1401.75,1409.6,1381.8,1405.85,7173775,1409.95,1422.75,1383.45,1390.6,10668735,May 5th 2021
1,0.09593519044912568,0,0,0,1,0,1407.2,1410.75,1395.1,1403.4,5726981,1401.75,1409.6,1381.8,1405.85,7173775,May 6th 2021
1,0.6090651558073645,0,1,0,0,1,1412,1424.9,1410.85,1413.45,5989375,1407.2,1410.75,1395.1,1403.4,5726981,May 7th 2021
1,0.980769904374934,1,0,0,0,1,1427.45,1429,1412.85,1423,5501195,1412,1424.9,1410.85,1413.45,5989375,May 10th 2021
0,1.7041461700632476,0,1,1,0,0,1398.75,1424.2,1396.4,1402.55,7167899,1427.45,1429,1412.85,1423,5501195,May 11th 2021
0,0.23172079426758696,1,0,1,0,0,1399.3,1408.6,1389.15,1399.05,6856090,1398.75,1424.2,1396.4,1402.55,7167899,May 12th 2021
0,0.2930560022872619,1,0,0,0,1,1394.95,1398.7,1382.95,1387.3,5173943,1399.3,1408.6,1389.15,1399.05,6856090,May 14th 2021
1,0.6232091690544395,0,0,1,0,0,1396,1442.5,1382.25,1438.5,7543133,1394.95,1398.7,1382.95,1387.3,5173943,May 17th 2021
1,1.401692998389259,0,1,0,0,1,1458.95,1482.6,1455.75,1478.15,11016441,1396,1442.5,1382.25,1438.5,7543133,May 18th 2021
0,0.5378344552312009,0,0,0,1,0,1470.2,1478.05,1453,1459.1,5012585,1458.95,1482.6,1455.75,1478.15,11016441,May 19th 2021
0,0.0514015489000097,0,0,0,1,0,1458.35,1465.55,1428.55,1435.3,5327152,1470.2,1478.05,1453,1459.1,5012585,May 20th 2021
